game_idx,name,rating
0,alphabeta,1000.0
0,random_a,1000.0
0,random_b,1000.0
1,alphabeta,1016.0
1,random_a,984.0
2,alphabeta,1030.5304984710244
2,random_a,969.4695015289755
3,alphabeta,1043.747133633611
3,random_a,956.2528663663891
4,alphabeta,1055.8009426289977
4,random_a,944.1990573710023
5,alphabeta,1066.8312456204
5,random_a,933.1687543795999
6,alphabeta,1076.9625705422015
6,random_a,923.0374294577985
7,alphabeta,1086.3040962085533
7,random_a,913.6959037914465
8,alphabeta,1094.950467633137
8,random_a,905.0495323668631
9,alphabeta,1102.983240033889
9,random_a,897.0167599661111
10,alphabeta,1110.472517403621
10,random_a,889.5274825963791
11,alphabeta,1117.4785557769258
11,random_a,882.5214442230742
12,alphabeta,1124.053224095469
12,random_a,875.946775904531
13,alphabeta,1130.2412842153647
13,random_a,869.7587157846353
14,alphabeta,1136.081487274932
14,random_a,863.9185127250681
15,alphabeta,1141.607500407838
15,random_a,858.3924995921622
16,alphabeta,1146.8486842529314
16,random_a,853.1513157470687
17,alphabeta,1151.830742878475
17,random_a,848.1692571215252
18,alphabeta,1156.5762663952885
18,random_a,843.4237336047115
19,alphabeta,1161.1051841787098
19,random_a,838.8948158212902
20,alphabeta,1165.4351440208618
20,random_a,834.5648559791381
21,alphabeta,1169.5818300587516
21,random_a,830.4181699412482
22,alphabeta,1173.559230122473
22,random_a,826.4407698775267
23,alphabeta,1177.3798612640219
23,random_a,822.6201387359779
24,alphabeta,1181.0549606510194
24,random_a,818.9450393489803
25,alphabeta,1184.5946477086218
25,random_a,815.4053522913781
26,alphabeta,1188.0080623277647
26,random_a,811.9919376722352
27,alphabeta,1191.303483089934
27,random_a,808.6965169100661
28,alphabeta,1194.4884287529526
28,random_a,805.5115712470475
29,alphabeta,1197.5697456688802
29,random_a,802.4302543311198
30,alphabeta,1200.5536833389638
30,random_a,799.4463166610363
31,alphabeta,1208.2231803016266
31,random_b,992.3305030373372
32,alphabeta,1215.389669216565
32,random_b,985.1640141223987
33,alphabeta,1222.1077583071763
33,random_b,978.4459250317874
34,alphabeta,1228.42452823409
34,random_b,972.1291551048737
35,alphabeta,1234.3806908025676
35,random_b,966.1729925363961
36,alphabeta,1240.011572071503
36,random_b,960.5421112674608
37,alphabeta,1245.347938878922
37,random_b,955.2057444600417
38,alphabeta,1250.416690389921
38,random_b,950.1369929490426
39,alphabeta,1255.241435575505
39,random_b,945.3122477634587
40,alphabeta,1259.8429754100666
40,random_b,940.7107079288969
41,alphabeta,1264.2397060042488
41,random_b,936.3139773347147
42,alphabeta,1268.4479563464788
42,random_b,932.1057269924846
43,alphabeta,1272.4822720216168
43,random_b,928.0714113173467
44,alphabeta,1276.3556542811475
44,random_b,924.1980290578159
45,alphabeta,1280.0797621599868
45,random_b,920.4739211789768
46,alphabeta,1283.6650839433214
46,random_b,916.888599395642
47,alphabeta,1287.1210831449046
47,random_b,913.4326001940588
48,alphabeta,1290.4563232264181
48,random_b,910.0973601125452
49,alphabeta,1293.6785745294867
49,random_b,906.8751088094766
50,alphabeta,1296.794906275962
50,random_b,903.7587770630014
51,alphabeta,1299.8117659914797
51,random_b,900.7419173474836
52,alphabeta,1302.7350482999927
52,random_b,897.8186350389706
53,alphabeta,1305.5701547050112
53,random_b,894.983528633952
54,alphabeta,1308.3220457021234
54,random_b,892.2316376368397
55,alphabeta,1310.995286345311
55,random_b,889.5583969936523
56,alphabeta,1313.5940862072198
56,random_b,886.9595971317435
57,alphabeta,1316.1223345233745
57,random_b,884.4313488155888
58,alphabeta,1318.5836311862543
58,random_b,881.970052152709
59,alphabeta,1320.9813141523573
59,random_b,879.5723691866058
60,alphabeta,1323.3184837399335
60,random_b,877.2351995990297
61,random_a,786.9699446367816
61,random_b,889.7115716232844
62,random_a,775.5681144808802
62,random_b,901.1134017791858
63,random_a,765.1105332654387
63,random_b,911.5709829946273
64,random_a,755.4822604056849
64,random_b,921.1992558543811
65,random_a,746.5833035295162
65,random_b,930.0982127305498
66,random_a,738.3273468854101
66,random_b,938.354169374656
67,random_a,730.6401503693137
67,random_b,946.0413658907523
68,random_a,723.4579151368495
68,random_b,953.2236011232166
69,random_a,716.7257615733633
69,random_b,959.9557546867027
70,random_a,710.3963791796001
70,random_b,966.2851370804658
71,random_a,704.4288618015058
71,random_b,972.2526544585601
72,random_a,698.787718979539
72,random_b,977.8937972805269
73,random_a,693.4420445785435
73,random_b,983.2394716815224
74,random_a,688.3648211116775
74,random_b,988.3166951483884
75,random_a,683.5323387967279
75,random_b,993.149177463338
76,random_a,678.9237104758873
76,random_b,997.7578057841786
77,random_a,674.5204660957875
77,random_b,1002.1610501642784
78,random_a,670.3062129933576
78,random_b,1006.3753032667083
79,random_a,666.2663505475265
79,random_b,1010.4151657125394
80,random_a,662.3878297613999
80,random_b,1014.293686498666
81,random_a,658.6589500290033
81,random_b,1018.0225662310626
82,random_a,655.069186741281
82,random_b,1021.6123295187849
83,random_a,651.609044535671
83,random_b,1025.0724717243947
84,random_a,648.2699319317446
84,random_b,1028.4115843283212
85,random_a,645.0440538586431
85,random_b,1031.6374624014227
86,random_a,641.9243192002717
86,random_b,1034.757197059794
87,random_a,638.904260988261
87,random_b,1037.7772552718047
88,random_a,635.9779672827959
88,random_b,1040.7035489772697
89,random_a,633.140021115628
89,random_b,1043.5414951444377
90,random_a,630.3854481425544
90,random_b,1046.2960681175111
